Gene,nascentRNA,PCNA,ratio
POLR2B,0.1004,0.0796,0.3352
POLR2B,0.1086,0.0697,0.6391
POLR2B,0.0231,0.0713,-1.6240
POLR2B,0.0231,0.0758,-1.7122
POLR2B,0.0973,0.0687,0.5014
POLR2B,0.2345,0.1092,1.1020
POLR2B,0.1019,0.0764,0.4158
POLR2B,0.0275,0.0766,-1.4802
POLR2B,0.0260,0.0819,-1.6552
POLR2B,0.0212,0.0651,-1.6189
POLR2B,0.1822,0.1081,0.7531
POLR2B,0.1122,0.0758,0.5649
POLR2B,0.2353,0.1105,1.0906
POLR2B,0.1218,0.0811,0.5875
POLR2B,0.0299,0.0920,-1.6237
POLR2B,0.1265,0.0819,0.6281
POLR2B,0.0246,0.0662,-1.4305
POLR2B,0.0315,0.0917,-1.5422
POLR2B,0.0846,0.0683,0.3078
POLR2B,0.0960,0.0734,0.3881
POLR2B,0.0299,0.0819,-1.4559
POLR2B,0.0231,0.0703,-1.6034
POLR2B,0.0212,0.0707,-1.7382
POLR2B,0.0279,0.0868,-1.6353
POLR2B,0.1275,0.0724,0.8162
POLR2B,0.1504,0.1000,0.5892
POLR2B,0.1165,0.0805,0.5331
POLR2B,0.0940,0.0792,0.2481
POLR2B,0.1775,0.0947,0.9059
POLR2B,0.0277,0.0791,-1.5144
POLR2B,0.0318,0.0918,-1.5291
POLR2B,0.0956,0.0634,0.5929
POLR2B,0.1558,0.1449,0.1047
POLR2B,0.1729,0.0841,1.0403
POLR2B,0.1570,0.0963,0.7056
POLR2B,0.0222,0.0696,-1.6509
POLR2B,0.0963,0.0849,0.1817
POLR2B,0.0299,0.0954,-1.6755
POLR2B,0.0241,0.0730,-1.5988
POLR2B,0.1339,0.0980,0.4510
POLR2B,0.0279,0.0763,-1.4498
POLR2B,0.0294,0.0920,-1.6471
POLR2B,0.1423,0.1190,0.2578
POLR2B,0.1072,0.1036,0.0493
POLR2B,0.0275,0.0842,-1.6162
POLR2B,0.1818,0.1156,0.6523
POLR2B,0.2754,0.0941,1.5498
POLR2B,0.1061,0.0733,0.5342
POLR2B,0.0857,0.0927,-0.1139
POLR2B,0.1015,0.0759,0.4195
POLR2B,0.0118,0.0351,-1.5714
POLR2B,0.0984,0.1245,-0.3389
POLR2B,0.0299,0.0845,-1.5013
POLR2B,0.1034,0.0743,0.4766
POLR2B,0.0222,0.0584,-1.3972
POLR2B,0.1012,0.0676,0.5819
POLR2B,0.3010,0.1092,1.4624
POLR2B,0.1092,0.0925,0.2392
POLR2B,0.0250,0.0629,-1.3272
POLR2B,0.1665,0.1128,0.5618
POLR2B,0.0781,0.0694,0.1711
POLR2B,0.1097,0.0665,0.7217
POLR2B,0.1603,0.0860,0.8983
POLR2B,0.1464,0.0927,0.6600
POLR2B,0.0291,0.0902,-1.6330
POLR2B,0.0116,0.0292,-1.3358
POLR2B,0.1263,0.0859,0.5553
POLR2B,0.2148,0.1105,0.9591
POLR2B,0.0363,0.0975,-1.4240
POLR2B,0.0149,0.0443,-1.5699
POLR2B,0.1171,0.1252,-0.0964
POLR2B,0.1180,0.0868,0.4429
POLR2B,0.0183,0.0359,-0.9724
POLR2B,0.1061,0.0983,0.1106
POLR2B,0.1989,0.1003,0.9882
POLR2B,0.1855,0.0992,0.9031
POLR2B,0.0328,0.0853,-1.3808
POLR2B,0.2370,0.1003,1.2401
POLR2B,0.2060,0.0981,1.0701
POLR2B,0.0995,0.0899,0.1467
POLR2B,0.0241,0.0707,-1.5537
POLR2B,0.2459,0.1295,0.9251
POLR2B,0.0265,0.0850,-1.6797
POLR2B,0.1473,0.0852,0.7898
POLR2B,0.2065,0.1093,0.9180
POLR2B,0.1492,0.1136,0.3933
POLR2B,0.1373,0.1088,0.3351
POLR2B,0.0222,0.0673,-1.6036
POLR2B,0.0279,0.0746,-1.4176
POLR2B,0.1113,0.0762,0.5470
POLR2B,0.0222,0.0707,-1.6740
POLR2B,0.1759,0.0789,1.1561
POLR2B,0.1060,0.0918,0.2074
POLR2B,0.1274,0.1002,0.3467
POLR2B,0.0116,0.0258,-1.1589
POLR2B,0.0778,0.0897,-0.2053
POLR2B,0.1029,0.1038,-0.0128
POLR2B,0.0202,0.0629,-1.6353
POLR2B,0.0260,0.0730,-1.4878
POLR2B,0.1913,0.1123,0.7687
POLR2B,0.1195,0.0854,0.4843
POLR2B,0.0260,0.0825,-1.6651
POLR2B,0.0217,0.0758,-1.8053
POLR2B,0.0716,0.0804,-0.1683
POLR2B,0.0876,0.1038,-0.2437
POLR2B,0.0246,0.0825,-1.7476
POLR2B,0.0250,0.0853,-1.7678
POLR2B,0.1186,0.0863,0.4582
POLR2B,0.0981,0.1065,-0.1185
POLR2B,0.0255,0.0920,-1.8499
POLR2B,0.0286,0.0767,-1.4241
POLR2B,0.1378,0.0729,0.9177
POLR2B,0.0183,0.0471,-1.3647
POLR2B,0.1115,0.1330,-0.2552
POLR2B,0.0289,0.0774,-1.4219
POLR2B,0.0231,0.0640,-1.4682
POLR2B,0.3163,0.1324,1.2569
POLR2B,0.0270,0.0673,-1.3198
POLR2B,0.1809,0.1167,0.6327
POLR2B,0.0250,0.0769,-1.6179
POLR2B,0.0222,0.0679,-1.6156
POLR2B,0.0270,0.0801,-1.5695
POLR2B,0.1618,0.1117,0.5346
POLR2B,0.0183,0.0505,-1.4642
POLR2B,0.0222,0.0685,-1.6275
POLR2B,0.0803,0.1099,-0.4539
POLR2B,0.0270,0.0741,-1.4573
POLR2B,0.2857,0.1129,1.3393
POLR2B,0.0241,0.0606,-1.3313
POLR2B,0.1010,0.0912,0.1483
POLR2B,0.0931,0.0848,0.1348
POLR2B,0.0308,0.0864,-1.4871
POLR2B,0.1976,0.1277,0.6295
POLR2B,0.0742,0.1003,-0.4361
POLR2B,0.0193,0.0617,-1.6797
POLR2B,0.1188,0.0693,0.7772
POLR2B,0.0294,0.0811,-1.4645
POLR2B,0.1668,0.0898,0.8942
POLR2B,0.0318,0.0954,-1.5853
POLR2B,0.0497,0.0955,-0.9409
POLR2B,0.0260,0.0954,-1.8748
POLR2B,0.1045,0.0868,0.2672
POLR2B,0.0246,0.0668,-1.4427
POLR2B,0.0281,0.0855,-1.6041
POLR2B,0.0241,0.0870,-1.8526
POLR2B,0.0231,0.0718,-1.6353
POLR2B,0.1067,0.0926,0.2043
POLR2B,0.0145,0.0393,-1.4427
POLR2B,0.0250,0.0797,-1.6696
POLR2B,0.0231,0.0920,-1.9929
POLR2B,0.0188,0.0550,-1.5496
POLR2B,0.0273,0.0913,-1.7417
POLR2B,0.0135,0.0426,-1.6609
POLR2B,0.0257,0.0776,-1.5923
POLR2B,0.0231,0.0730,-1.6577
POLR2B,0.0276,0.0789,-1.5151
POLR2B,0.0259,0.0794,-1.6145
POLR2B,0.2744,0.1312,1.0646
POLR2B,0.2290,0.1319,0.7959
POLR2B,0.1648,0.1030,0.6783
POLR2B,0.1543,0.1066,0.5339
POLR2B,0.1687,0.0965,0.8055
POLR2B,0.0328,0.0870,-1.4090
POLR2B,0.0339,0.0885,-1.3836
POLR2B,0.1768,0.1278,0.4681
POLR2B,0.0323,0.1047,-1.6973
POLR2B,0.0212,0.0572,-1.4333
POLR2B,0.1375,0.0891,0.6250
POLR2B,0.0212,0.0460,-1.1184
POLR2B,0.0289,0.0883,-1.6111
POLR2B,0.1226,0.0881,0.4769
POLR2B,0.0202,0.0696,-1.7822
POLR2B,0.0250,0.0842,-1.7487
POLR2B,0.1594,0.1218,0.3883
POLR2B,0.0303,0.0763,-1.3305
POLR2B,0.0279,0.0904,-1.6945
POLR2B,0.0270,0.0887,-1.7167
POLR2B,0.0284,0.0786,-1.4669
POLR2B,0.0236,0.0730,-1.6280
POLR2B,0.1298,0.0890,0.5449
POLR2B,0.0328,0.1010,-1.6247
POLR2B,0.1096,0.0996,0.1385
POLR2B,0.1262,0.0864,0.5466
POLR2B,0.0270,0.0850,-1.6557
POLR2B,0.0250,0.0920,-1.8774
POLR2B,0.1169,0.1385,-0.2442
POLR2B,0.1624,0.1077,0.5925
POLR2B,0.0241,0.0718,-1.5765
POLR2B,0.0974,0.0856,0.1861
POLR2B,0.1306,0.0859,0.6051
POLR2B,0.0414,0.0741,-0.8384
POLR2B,0.0173,0.0471,-1.4427
POLR2B,0.0289,0.0786,-1.4427
POLR2B,0.1498,0.1049,0.5140
POLR2B,0.0299,0.0763,-1.3536
POLR2B,0.0342,0.0926,-1.4369
POLR2B,0.0258,0.0875,-1.7642
POLR2B,0.0246,0.0825,-1.7476
POLR2B,0.1660,0.1268,0.3880
POLR2B,0.2506,0.1197,1.0654
POLR2B,0.0289,0.0909,-1.6533
POLR2B,0.1326,0.1194,0.1514
POLR2B,0.1057,0.0930,0.1838
POLR2B,0.0207,0.0623,-1.5885
POLR2B,0.1155,0.0629,0.8761
POLR2B,0.2896,0.1364,1.0861
POLR2B,0.0183,0.0415,-1.1818
POLR2B,0.0359,0.1396,-1.9581
POLR2B,0.0270,0.0819,-1.6028
POLR2B,0.1686,0.1088,0.6312
POLR2B,0.0809,0.0789,0.0365
POLR2B,0.0391,0.1046,-1.4191
POLR2B,0.0308,0.0808,-1.3902
POLR2B,0.0308,0.0763,-1.3078
POLR2B,0.0318,0.0808,-1.3458
POLR2B,0.0366,0.1010,-1.4642
POLR2B,0.0222,0.0752,-1.7628
POLR2B,0.1085,0.1290,-0.2488
POLR2B,0.1813,0.1185,0.6133
POLR2B,0.0212,0.0527,-1.3155
POLR2B,0.0229,0.0788,-1.7849
POLR2B,0.1639,0.0962,0.7685
POLR2B,0.0334,0.0962,-1.5286
POLR2B,0.1310,0.1542,-0.2352
POLR2B,0.0337,0.0819,-1.2809
POLR2B,0.0353,0.0967,-1.4520
POLR2B,0.0236,0.0763,-1.6931
POLR2B,0.0289,0.0831,-1.5229
POLR2B,0.0258,0.0642,-1.3158
POLR2B,0.0250,0.0707,-1.4971
POLR2B,0.2512,0.1190,1.0781
POLR2B,0.0270,0.0741,-1.4573
POLR2B,0.1026,0.0860,0.2556
POLR2B,0.0250,0.0696,-1.4741
POLR2B,0.0279,0.0797,-1.5121
POLR2B,0.0212,0.0584,-1.4613
POLR2B,0.0212,0.0690,-1.7034
POLR2B,0.1350,0.1078,0.3241
POLR2B,0.1181,0.0804,0.5552
POLR2B,0.0308,0.0853,-1.4682
POLR2B,0.0249,0.0839,-1.7511
POLR2B,0.0355,0.0998,-1.4914
POLR2B,0.0928,0.1023,-0.1406
POLR2B,0.1672,0.1679,-0.0063
POLR2B,0.0212,0.0707,-1.7382
POLR2B,0.0289,0.0864,-1.5802
POLR2B,0.1229,0.1023,0.2651
POLR2B,0.1554,0.1351,0.2023
POLR2B,0.4334,0.1496,1.5346
POLR2B,0.1007,0.0976,0.0454
POLR2B,0.0305,0.0920,-1.5930
POLR2B,0.1761,0.1229,0.5187
POLR2B,0.0250,0.0819,-1.7097
POLR2B,0.1794,0.1548,0.2128
POLR2B,0.1207,0.1078,0.1633
POLR2B,0.0231,0.0595,-1.3633
POLR2B,0.0231,0.0696,-1.5895
POLR2B,0.1847,0.1207,0.6136
POLR2B,0.0279,0.0819,-1.5522
POLR2B,0.0212,0.0662,-1.6435
POLR2B,0.1236,0.1088,0.1835
POLR2B,0.0231,0.0685,-1.5661
POLR2B,0.0241,0.0730,-1.5988
POLR2B,0.0295,0.0800,-1.4384
POLR2B,0.0241,0.0786,-1.7057
POLR2B,0.2267,0.1272,0.8338
POLR2B,0.1029,0.0791,0.3795
POLR2B,0.0241,0.0701,-1.5422
POLR2B,0.1444,0.1058,0.4486
POLR2B,0.0314,0.0966,-1.6197
POLR2B,0.0183,0.0617,-1.7537
POLR2B,0.0246,0.0758,-1.6247
POLR2B,0.0202,0.0696,-1.7822
POLR2B,0.1220,0.0935,0.3831
POLR2B,0.0255,0.0819,-1.6822
POLR2B,0.0202,0.0735,-1.8614
POLR2B,0.0260,0.0907,-1.8017
POLR2B,0.1846,0.0976,0.9191
POLR2B,0.0297,0.0964,-1.6966
POLR2B,0.0260,0.0741,-1.5098
POLR2B,0.1047,0.0910,0.2020
POLR2B,0.0286,0.0816,-1.5128
POLR2B,0.0257,0.0688,-1.4219
POLR2B,0.0627,0.0687,-0.1317
POLR2B,0.1835,0.1115,0.7183
POLR2B,0.1079,0.0753,0.5195
POLR2B,0.1267,0.0975,0.3772
POLR2B,0.1294,0.0877,0.5615
POLR2B,0.0241,0.0696,-1.5306
POLR2B,0.1097,0.0741,0.5653
POLR2B,0.2572,0.1194,1.1076
POLR2B,0.2185,0.1286,0.7649
POLR2B,0.1592,0.1012,0.6539
POLR2B,0.0241,0.0662,-1.4591
POLR2B,0.1613,0.1069,0.5936
POLR2B,0.1508,0.1083,0.4784
POLR2B,0.2909,0.1366,1.0910
POLR2B,0.1228,0.1395,-0.1837
POLR2B,0.0327,0.0970,-1.5695
POLR2B,0.0260,0.0831,-1.6749
POLR2B,0.1340,0.0828,0.6939
POLR2B,0.0231,0.0819,-1.8252
POLR2B,0.0254,0.0808,-1.6714
POLR2B,0.0266,0.0765,-1.5254
POLR2B,0.1279,0.0780,0.7127
POLR2B,0.0300,0.0871,-1.5395
POLR2B,0.0225,0.0777,-1.7846
POLR2B,0.0231,0.0774,-1.7439
POLR2B,0.3993,0.1187,1.7499
POLR2B,0.0260,0.0730,-1.4878
POLR2B,0.1571,0.1001,0.6493
POLR2B,0.1102,0.0970,0.1837
POLR2B,0.0998,0.0732,0.4480
POLR2B,0.0308,0.0786,-1.3496
POLR2B,0.1519,0.1016,0.5802
POLR2B,0.0226,0.0752,-1.7318
POLR2B,0.0250,0.0718,-1.5199
POLR2B,0.0241,0.0707,-1.5537
POLR2B,0.1641,0.0958,0.7764
POLR2B,0.0193,0.0640,-1.7313
POLR2B,0.1284,0.0797,0.6886
POLR2B,0.0202,0.0730,-1.8504
POLR2B,0.0252,0.0827,-1.7154
POLR2B,0.0967,0.0705,0.4569
POLR2B,0.0273,0.0788,-1.5282
POLR2B,0.0218,0.0722,-1.7253
POLR2B,0.0193,0.0595,-1.6263
POLR2B,0.0270,0.0629,-1.2203
POLR2B,0.0808,0.0603,0.4208
POLR2B,0.0290,0.0836,-1.5266
POLR2B,0.0265,0.0707,-1.4162
POLR2B,0.0267,0.0707,-1.4075
POLR2B,0.1717,0.1383,0.3119
POLR2B,0.0299,0.0808,-1.4360
POLR2B,0.1626,0.0943,0.7867
POLR2B,0.0847,0.0566,0.5810
POLR2B,0.2045,0.1078,0.9242
POLR2B,0.1855,0.1176,0.6569
POLR2B,0.0202,0.0606,-1.5829
POLR2B,0.1358,0.0867,0.6479
POLR2B,0.1540,0.0986,0.6438
POLR2B,0.1753,0.1115,0.6519
POLR2B,0.1129,0.0729,0.6317
POLR2B,0.0222,0.0707,-1.6740
POLR2B,0.0308,0.0842,-1.4491
POLR2B,0.0817,0.0568,0.5238
POLR2B,0.0925,0.0906,0.0304
POLR2B,0.0414,0.0972,-1.2315
POLR2B,0.0236,0.0539,-1.1906
POLR2B,0.0260,0.0629,-1.2728
POLR2B,0.0173,0.0337,-0.9573
POLR2B,0.0245,0.0712,-1.5387
POLR2B,0.2374,0.3151,-0.4085
POLR2B,0.1898,0.2244,-0.2417
POLR2B,0.1067,0.1009,0.0807
POLR2B,0.1815,0.1830,-0.0121
POLR2B,0.1231,0.2426,-0.9785
POLR2B,0.0220,0.1238,-2.4947
POLR2B,0.0220,0.1063,-2.2754
POLR2B,0.1625,0.2270,-0.4824
POLR2B,0.1874,0.3133,-0.7419
POLR2B,0.2044,0.1979,0.0469
POLR2B,0.0209,0.1587,-2.9236
POLR2B,0.1835,0.2400,-0.3871
POLR2B,0.0214,0.1222,-2.5109
POLR2B,0.1202,0.2072,-0.7859
POLR2B,0.0209,0.1397,-2.7392
POLR2B,0.0234,0.1598,-2.7740
POLR2B,0.1172,0.2201,-0.9084
POLR2B,0.1391,0.1783,-0.3579
POLR2B,0.0199,0.0794,-1.9976
POLR2B,0.1250,0.1568,-0.3271
POLR2B,0.0143,0.0963,-2.7519
POLR2B,0.0271,0.1728,-2.6725
POLR2B,0.1636,0.2402,-0.5543
POLR2B,0.1279,0.2185,-0.7725
POLR2B,0.1513,0.2815,-0.8956
POLR2B,0.0858,0.1504,-0.8096
POLR2B,0.1731,0.1726,0.0048
POLR2B,0.0236,0.1397,-2.5628
POLR2B,0.0216,0.1369,-2.6658
POLR2B,0.0209,0.1222,-2.5465
POLR2B,0.0258,0.1605,-2.6370
POLR2B,0.1273,0.1472,-0.2101
POLR2B,0.1341,0.1744,-0.3791
POLR2B,0.0225,0.1437,-2.6752
POLR2B,0.1551,0.1762,-0.1840
POLR2B,0.1459,0.1910,-0.3888
POLR2B,0.2422,0.2588,-0.0953
POLR2B,0.1980,0.2320,-0.2288
POLR2B,0.0209,0.0889,-2.0871
POLR2B,0.0209,0.1460,-2.8033
POLR2B,0.2277,0.1855,0.2959
POLR2B,0.0861,0.2000,-1.2155
POLR2B,0.0237,0.1513,-2.6741
POLR2B,0.0256,0.1302,-2.3445
POLR2B,0.0194,0.1381,-2.8351
POLR2B,0.1888,0.2000,-0.0830
POLR2B,0.1213,0.2117,-0.8032
POLR2B,0.1596,0.1858,-0.2193
POLR2B,0.0209,0.1333,-2.6720
POLR2B,0.0241,0.1286,-2.4179
POLR2B,0.1340,0.1726,-0.3647
POLR2B,0.0230,0.1460,-2.6658
POLR2B,0.1389,0.2364,-0.7668
POLR2B,0.0251,0.1143,-2.1866
POLR2B,0.1470,0.1637,-0.1556
POLR2B,0.1349,0.2811,-1.0592
POLR2B,0.2806,0.2901,-0.0479
POLR2B,0.1247,0.2124,-0.7677
POLR2B,0.0178,0.1206,-2.7621
POLR2B,0.1310,0.1941,-0.5675
POLR2B,0.1832,0.2143,-0.2262
POLR2B,0.1641,0.2039,-0.3132
POLR2B,0.1647,0.3042,-0.8848
POLR2B,0.0220,0.1317,-2.5844
POLR2B,0.0209,0.1429,-2.7716
POLR2B,0.1925,0.1948,-0.0168
POLR2B,0.0246,0.1698,-2.7885
POLR2B,0.1852,0.1739,0.0907
POLR2B,0.0249,0.1720,-2.7861
POLR2B,0.1474,0.2379,-0.6902
POLR2B,0.1530,0.2896,-0.9205
POLR2B,0.0188,0.1651,-3.1322
POLR2B,0.1295,0.2064,-0.6719
POLR2B,0.0220,0.1429,-2.7012
POLR2B,0.0199,0.1492,-2.9083
POLR2B,0.1264,0.2075,-0.7148
POLR2B,0.0258,0.1534,-2.5721
POLR2B,0.1558,0.2419,-0.6344
POLR2B,0.0272,0.1143,-2.0711
POLR2B,0.0214,0.1524,-2.8291
POLR2B,0.0194,0.1302,-2.7498
POLR2B,0.0281,0.1388,-2.3045
POLR2B,0.0267,0.1468,-2.4606
POLR2B,0.0258,0.1556,-2.5919
POLR2B,0.0209,0.1397,-2.7392
POLR2B,0.1760,0.1811,-0.0410
POLR2B,0.1233,0.2766,-1.1654
POLR2B,0.0230,0.1048,-2.1866
POLR2B,0.1189,0.1975,-0.7319
POLR2B,0.1486,0.2434,-0.7119
POLR2B,0.0200,0.1156,-2.5299
POLR2B,0.1392,0.2105,-0.5975
POLR2B,0.0199,0.1302,-2.7113
POLR2B,0.1667,0.1988,-0.2544
POLR2B,0.0257,0.1605,-2.6433
POLR2B,0.3338,0.2964,0.1717
POLR2B,0.0136,0.0444,-1.7086
POLR2B,0.0286,0.1850,-2.6910
POLR2B,0.0230,0.1524,-2.7272
POLR2B,0.1614,0.2784,-0.7867
POLR2B,0.0239,0.1579,-2.7226
POLR2B,0.1293,0.2100,-0.6990
POLR2B,0.1964,0.3151,-0.6822
POLR2B,0.0311,0.2049,-2.7180
POLR2B,0.0285,0.1873,-2.7142
POLR2B,0.0242,0.1831,-2.9173
POLR2B,0.1265,0.2881,-1.1877
POLR2B,0.2239,0.2931,-0.3885
POLR2B,0.1394,0.3038,-1.1238
POLR2B,0.0110,0.0238,-1.1162
POLR2B,0.0099,0.0238,-1.2606
POLR2B,0.0262,0.1619,-2.6302
POLR2B,0.3989,0.3429,0.2181
POLR2B,0.1339,0.2140,-0.6767
POLR2B,0.1635,0.2266,-0.4710
POLR2B,0.1147,0.2306,-1.0079
POLR2B,0.0220,0.1667,-2.9236
POLR2B,0.1815,0.2715,-0.5805
POLR2B,0.0234,0.1640,-2.8117
POLR2B,0.1482,0.2183,-0.5587
POLR2B,0.0220,0.1206,-2.4573
POLR2B,0.2000,0.3236,-0.6943
POLR2B,0.0251,0.1492,-2.5713
POLR2B,0.0251,0.1556,-2.6314
POLR2B,0.2160,0.2794,-0.3714
POLR2B,0.0272,0.1556,-2.5159
POLR2B,0.1460,0.2280,-0.6430
POLR2B,0.0303,0.2049,-2.7557
POLR2B,0.1966,0.2719,-0.4677
POLR2B,0.0220,0.1397,-2.6688
POLR2B,0.2023,0.3210,-0.6663
POLR2B,0.0199,0.0984,-2.3079
POLR2B,0.0241,0.1566,-2.7026
POLR2B,0.1633,0.2885,-0.8208
POLR2B,0.1377,0.2286,-0.7316
POLR2B,0.0167,0.1143,-2.7716
POLR2B,0.0303,0.1937,-2.6774
POLR2B,0.0251,0.1524,-2.6017
POLR2B,0.0333,0.2245,-2.7524
POLR2B,0.1535,0.2978,-0.9562
POLR2B,0.1296,0.2672,-1.0441
POLR2B,0.2045,0.2882,-0.4946
POLR2B,0.1995,0.2582,-0.3722
POLR2B,0.0224,0.1443,-2.6897
POLR2B,0.1275,0.2283,-0.8397
POLR2B,0.0209,0.1270,-2.6017
POLR2B,0.0235,0.1651,-2.8102
POLR2B,0.0260,0.1546,-2.5723
POLR2B,0.1476,0.1759,-0.2532
POLR2B,0.0199,0.1238,-2.6391
POLR2B,0.4302,0.3385,0.3461
POLR2B,0.1637,0.3446,-1.0736
POLR2B,0.1512,0.2795,-0.8866
POLR2B,0.1672,0.2729,-0.7065
POLR2B,0.1553,0.2181,-0.4897
POLR2B,0.0865,0.2121,-1.2938
POLR2B,0.1454,0.2058,-0.5014
POLR2B,0.0157,0.1206,-2.9427
POLR2B,0.1235,0.2183,-0.8219
POLR2B,0.1724,0.2541,-0.5598
POLR2B,0.0251,0.1524,-2.6017
POLR2B,0.2532,0.2545,-0.0072
POLR2B,0.0262,0.1270,-2.2797
POLR2B,0.0209,0.1238,-2.5651
POLR2B,0.0912,0.1940,-1.0886
POLR2B,0.1057,0.2162,-1.0321
POLR2B,0.0209,0.1492,-2.8343
POLR2B,0.0199,0.1524,-2.9387
POLR2B,0.0225,0.1222,-2.4422
POLR2B,0.0225,0.1254,-2.4792
POLR2B,0.0209,0.1397,-2.7392
POLR2B,0.0262,0.1397,-2.4172
POLR2B,0.0214,0.1508,-2.8140
POLR2B,0.0241,0.1460,-2.6017
POLR2B,0.0199,0.1016,-2.3537
POLR2B,0.0209,0.1175,-2.4892
POLR2B,0.3310,0.2752,0.2668
POLR2B,0.0214,0.1460,-2.7677
POLR2B,0.0255,0.1984,-2.9593
POLR2B,0.0167,0.1111,-2.7309
POLR2B,0.0251,0.1270,-2.3386
POLR2B,0.0115,0.0333,-1.5345
POLR2B,0.0220,0.1444,-2.7171
POLR2B,0.0180,0.1024,-2.5044
POLR2B,0.0241,0.1365,-2.5044
POLR2B,0.0206,0.1423,-2.7905
POLR2B,0.0188,0.1238,-2.7171
POLR2B,0.0244,0.1534,-2.6523
POLR2B,0.0266,0.1717,-2.6919
POLR2B,0.0255,0.1653,-2.6963
POLR2B,0.0199,0.1175,-2.5632
POLR2B,0.0235,0.1397,-2.5692
POLR2B,0.0570,0.2236,-1.9716
POLR2B,0.0230,0.1595,-2.7933
POLR2B,0.0227,0.1442,-2.6666
POLR2B,0.1252,0.2183,-0.8021
POLR2B,0.0220,0.1429,-2.7012
POLR2B,0.2237,0.2969,-0.4085
POLR2B,0.0241,0.0794,-1.7220
POLR2B,0.0188,0.1111,-2.5610
POLR2B,0.1408,0.2083,-0.5651
POLR2B,0.1872,0.2411,-0.3655
POLR2B,0.0146,0.0984,-2.7485
POLR2B,0.1823,0.2311,-0.3423
POLR2B,0.2092,0.2416,-0.2073
POLR2B,0.0220,0.1302,-2.5669
POLR2B,0.0149,0.1008,-2.7575
POLR2B,0.0194,0.1405,-2.8598
POLR2B,0.0287,0.1957,-2.7684
POLR2B,0.1823,0.2467,-0.4368
POLR2B,0.2141,0.3891,-0.8621
POLR2B,0.0199,0.1492,-2.9083
POLR2B,0.2811,0.3092,-0.1377
POLR2B,0.1203,0.1586,-0.3990
POLR2B,0.0171,0.0949,-2.4707
POLR2B,0.0241,0.1143,-2.2480
POLR2B,0.0238,0.1803,-2.9185
POLR2B,0.1882,0.2016,-0.0994
POLR2B,0.0188,0.1016,-2.4317
POLR2B,0.1712,0.2669,-0.6408
POLR2B,0.0899,0.2153,-1.2595
POLR2B,0.1596,0.2215,-0.4731
POLR2B,0.1075,0.1961,-0.8671
POLR2B,0.1707,0.1726,-0.0159
POLR2B,0.0188,0.1048,-2.4761
POLR2B,0.1391,0.2086,-0.5841
POLR2B,0.0209,0.1460,-2.8033
POLR2B,0.0199,0.1365,-2.7800
POLR2B,0.0230,0.1286,-2.4821
POLR2B,0.0227,0.1608,-2.8272
POLR2B,0.1021,0.1746,-0.7751
POLR2B,0.0188,0.1048,-2.4761
POLR2B,0.0248,0.1532,-2.6243
POLR2B,0.0220,0.1302,-2.5669
POLR2B,0.0167,0.1270,-2.9236
POLR2B,0.0209,0.1333,-2.6720
POLR2B,0.0209,0.1238,-2.5651
POLR2B,0.0276,0.1964,-2.8318
POLR2B,0.3097,0.3776,-0.2860
POLR2B,0.0192,0.1302,-2.7628
POLR2B,0.2076,0.2169,-0.0633
POLR2B,0.0209,0.1302,-2.6373
POLR2B,0.0167,0.1206,-2.8496
POLR2B,0.0199,0.0857,-2.1086
POLR2B,0.0335,0.2254,-2.7514
POLR2B,0.1644,0.2281,-0.4731
POLR2B,0.0241,0.1429,-2.5700
POLR2B,0.0227,0.1175,-2.3705
POLR2B,0.1516,0.2152,-0.5054
POLR2B,0.2990,0.2572,0.2172
POLR2B,0.0167,0.1460,-3.1252
POLR2B,0.1595,0.1876,-0.2337
POLR2B,0.1842,0.2554,-0.4713
POLR2B,0.0220,0.1492,-2.7639
POLR2B,0.0167,0.1143,-2.7716
POLR2B,0.0241,0.1571,-2.7075
POLR2B,0.0209,0.1429,-2.7716
POLR2B,0.0220,0.1492,-2.7639
POLR2B,0.1044,0.1820,-0.8025
POLR2B,0.0199,0.1492,-2.9083
POLR2B,0.0178,0.0952,-2.4211
POLR2B,0.1873,0.2749,-0.5536
POLR2B,0.1944,0.1966,-0.0163
POLR2B,0.0248,0.1681,-2.7580
POLR2B,0.1656,0.2639,-0.6727
POLR2B,0.0157,0.0819,-2.3841
POLR2B,0.1362,0.2454,-0.8496
POLR2B,0.0181,0.1048,-2.5306
POLR2B,0.0184,0.1032,-2.4845
POLR2B,0.0241,0.1238,-2.3635
POLR2B,0.0230,0.1365,-2.5685
POLR2B,0.2165,0.3589,-0.7292
POLR2B,0.0223,0.1238,-2.4720
POLR2B,0.2593,0.3886,-0.5837
POLR2B,0.0264,0.1560,-2.5638
POLR2B,0.0230,0.1238,-2.4276
POLR2B,0.0275,0.1619,-2.5553
POLR2B,0.0422,0.1310,-1.6341
SRSF1,0.0504,0.0179,1.4939
SRSF1,0.2123,0.0396,2.4228
SRSF1,0.1000,0.0157,2.6664
SRSF1,0.0284,0.0138,1.0354
SRSF1,0.2042,0.0344,2.5697
SRSF1,0.1828,0.0541,1.7563
SRSF1,0.1333,0.0405,1.7194
SRSF1,0.1510,0.0487,1.6316
SRSF1,0.2335,0.0942,1.3097
SRSF1,0.1892,0.0657,1.5264
SRSF1,0.1775,0.0612,1.5354
SRSF1,0.1837,0.0224,3.0380
SRSF1,0.3060,0.1280,1.2578
